1, 9, Ok
2, 297, Ok
3, 157, Ok
4, 332, Ok
5, 161, Ok
6, 130, Ok
7, 128, Ok
8, 159, Ok
9, 79, Ok
10, 275, Ok
11, 246, Ok
12, 271, Ok
13, 297, Ok
14, 261, Ok
15, 267, Ok
16, 283, Ok
17, 247, Ok
18, 232, Ok
19, 289, Ok
20, 282, Ok
21, 876, Ok
22, 456, Ok
23, 655, Ok
24, 616, Ok
25, 447, Ok
26, 700, Ok
27, 732, Ok
28, 652, Ok
29, 580, Ok
30, 565, Ok
31, 790, Ok
32, 776, Ok
33, 759, Ok
34, 798, Ok
35, 741, Ok
36, 341, Ok
37, 729, Ok
38, 565, Ok
39, 512, Ok
40, 750, Ok
41, 675, Ok
42, 602, Ok
43, 759, Ok
44, 702, Ok
45, 716, Ok
46, 678, Ok
47, 664, Ok
48, 721, Ok
49, 649, Ok
50, 796, Ok
51, 1557, Ok
52, 1367, Ok
53, 1366, Ok
54, 1243, Ok
55, 1534, Ok
56, 1724, Ok
57, 1697, Ok
58, 1579, Ok
59, 1663, Ok
60, 1317, Ok
61, 1526, Ok
62, 1838, Ok
63, 1727, Ok
64, 1610, Ok
65, 1938, Ok
66, 1553, Ok
67, 1520, Ok
68, 1186, Ok
69, 1478, Ok
70, 1445, Ok
71, 1398, Ok
72, 1623, Ok
73, 1964, Ok
74, 1887, Ok
75, 1679, Ok
76, 1830, Ok
77, 1144, Ok
78, 1175, Ok
79, 1733, Ok
80, 1770, Ok
81, 1311, Ok
82, 1914, Ok
83, 1739, Ok
84, 2054, Ok
85, 2222, Ok
86, 1237, Ok
87, 1958, Ok
88, 1688, Ok
89, 2179, Ok
90, 1966, Ok
91, 2021, Ok
92, 1865, Ok
93, 1669, Ok
94, 1458, Ok
95, 1922, Ok
96, 1921, Ok
97, 2149, Ok
98, 1799, Ok
99, 1783, Ok
100, 2012, Ok
101, 5732, Ok
102, 5193, Ok
103, 6294, Ok
104, 5394, Ok
105, 5097, Ok
106, 5555, Ok
107, 4898, Ok
108, 5989, Ok
109, 6433, Ok
110, 5331, Ok
111, 5785, Ok
112, 5198, Ok
113, 4338, Ok
114, 4866, Ok
115, 4563, Ok
116, 4697, Ok
117, 5292, Ok
118, 5489, Ok
119, 5598, Ok
120, 4800, Ok
121, 6319, Ok
122, 5530, Ok
123, 4744, Ok
124, 6001, Ok
125, 5631, Ok
126, 6039, Ok
127, 4446, Ok
128, 5445, Ok
129, 6373, Ok
130, 5334, Ok
131, 5383, Ok
132, 5859, Ok
133, 4034, Ok
134, 5193, Ok
135, 5514, Ok
136, 6718, Ok
137, 5419, Ok
138, 6396, Ok
139, 4352, Ok
140, 4403, Ok
141, 5278, Ok
142, 3695, Ok
143, 5258, Ok
144, 6139, Ok
145, 6168, Ok
146, 4918, Ok
147, 10104, Ok
148, 6502, Ok
149, 9550, Ok
150, 7567, Ok
151, 1779, Ok
152, 1520, Ok
153, 1924, Ok
154, 1774, Ok
155, 1963, Ok
156, 1522, Ok
157, 1744, Ok
158, 1631, Ok
159, 1223, Ok
160, 2661, Ok
161, 2554, Ok
162, 3215, Ok
163, 1375, Ok
164, 2188, Ok
165, 2735, Ok
166, 2585, Ok
167, 3706, Ok
168, 2384, Ok
169, 3073, Ok
170, 2784, Ok
171, 2933, Ok
172, 3378, Ok
173, 2654, Ok
174, 3516, Ok
175, 2655, Ok
176, 3321, Ok
177, 3125, Ok
178, 3073, Ok
179, 2705, Ok
180, 2800, Ok
181, 7058, Ok
182, 4425, Ok
183, 9099, Ok
184, 6288, Ok
185, 5430, Ok
186, 4372, Ok
187, 3209, Ok
188, 7759, Ok
189, 8501, Ok
190, 6951, Ok
191, 8097, Ok
192, 8841, Ok
193, 9542, Ok
194, 8797, Ok
195, 10162, Ok
196, 9230, Ok
197, 6223, Ok
198, 8085, Ok
199, 8761, Ok
200, 7047, Ok
201, 9737, Ok
202, 8591, Ok
203, 8929, Ok
204, 9896, Ok
205, 8924, Ok
206, 10380, Ok
207, 8910, Ok
208, 8933, Ok
209, 7122, Ok
210, 9070, Ok
211, 22039, Ok
212, 19620, Ok
213, 23444, Ok
214, 20706, Ok
215, 25030, Ok
216, 23763, Ok
217, 19179, Ok
218, 30982, Ok
219, 26236, Ok
220, 26260, Ok
221, 1047, Ok
222, 1264, Ok
223, 1264, Ok
224, 1412, Ok
225, 1014, Ok
226, 1095, Ok
227, 902, Ok
228, 722, Ok
229, 958, Ok
230, 974, Ok
231, 1504, Ok
232, 1565, Ok
233, 1456, Ok
234, 1609, Ok
235, 1303, Ok
236, 1413, Ok
237, 1491, Ok
238, 1580, Ok
239, 1424, Ok
240, 1769, Ok
241, 2638, Ok
242, 2863, Ok
243, 1586, Ok
244, 2813, Ok
245, 2161, Ok
246, 2211, Ok
247, 2151, Ok
248, 1928, Ok
249, 2334, Ok
250, 2400, Ok
251, 3311, Ok
252, 3449, Ok
253, 2646, Ok
254, 2569, Ok
255, 3876, Ok
256, 3011, Ok
257, 2964, Ok
258, 2500, Ok
259, 3408, Ok
260, 3341, Ok
261, 3078, Ok
262, 3726, Ok
263, 3714, Ok
264, 3430, Ok
265, 2427, Ok
